0.000000 	 0.000000 	 5.000000 	 15.000000
10.000000 	 3.999978 	 5.000000 	 15.000000
20.000000 	 6.266945 	 5.000000 	 14.823185
30.000000 	 8.689216 	 5.000000 	 14.659444
40.000000 	 11.255000 	 5.000000 	 14.509184
50.000000 	 13.950295 	 5.000000 	 14.372753
60.000000 	 16.760843 	 5.000000 	 14.250437
70.000000 	 19.672215 	 5.000000 	 14.142449
80.000000 	 22.669846 	 5.000000 	 14.048944
90.000000 	 25.739128 	 5.000000 	 13.970006
100.000000 	 28.865465 	 5.000000 	 13.905657
110.000000 	 32.034328 	 5.000000 	 13.855859
120.000000 	 35.231312 	 5.000000 	 13.820510
130.000000 	 38.442211 	 5.000000 	 13.799449
140.000000 	 41.653072 	 5.000000 	 13.792459
150.000000 	 44.850365 	 5.000000 	 13.799266
160.000000 	 48.020779 	 5.000000 	 13.819547
170.000000 	 51.151260 	 5.000000 	 13.852924
180.000000 	 54.229355 	 5.000000 	 13.898976
190.000000 	 57.243080 	 5.000000 	 13.957232
200.000000 	 60.181004 	 5.000000 	 14.027184
210.000000 	 63.032261 	 5.000000 	 14.108278
220.000000 	 65.786568 	 5.000000 	 14.199935
230.000000 	 68.434303 	 5.000000 	 14.301534
240.000000 	 70.966492 	 5.000000 	 14.412430
250.000000 	 73.374840 	 5.000000 	 14.531950
260.000000 	 75.651764 	 5.000000 	 14.659402
270.000000 	 77.790405 	 5.000000 	 14.794072
280.000000 	 79.784630 	 5.000000 	 14.935231
290.000000 	 81.629082 	 5.000000 	 15.082140
300.000000 	 83.319099 	 5.000000 	 15.234050
310.000000 	 84.850838 	 5.000000 	 15.390206
320.000000 	 86.221176 	 5.000000 	 15.549853
330.000000 	 87.427765 	 5.000000 	 15.712237
340.000000 	 88.468971 	 5.000000 	 15.876607
350.000000 	 89.343948 	 5.000000 	 16.042221
360.000000 	 90.052528 	 5.000000 	 16.208349
370.000000 	 90.595284 	 5.000000 	 16.374271
380.000000 	 90.973473 	 5.000000 	 16.539286
390.000000 	 91.189026 	 5.000000 	 16.702711
400.000000 	 91.244530 	 5.000000 	 16.863886
410.000000 	 0.000000 	 5.000000 	 17.022173
420.000000 	 91.491898 	 5.000000 	 16.789141
430.000000 	 91.462433 	 5.000000 	 16.949930
440.000000 	 0.000000 	 5.000000 	 17.107477
